,index,loss
0,16.0,3.172182321548462
1,32.0,2.127274990081787
2,48.0,2.412552833557129
3,64.0,2.2126433849334717
4,80.0,2.380542278289795
5,96.0,1.9610264301300049
6,112.0,1.3672091960906982
7,128.0,1.7913249731063843
8,144.0,2.225803852081299
9,160.0,2.7593436241149902
10,176.0,2.0549964904785156
11,192.0,2.516319513320923
12,208.0,2.7389183044433594
13,224.0,3.1185379028320312
14,240.0,2.5864763259887695
15,256.0,2.2517130374908447
16,272.0,2.240360975265503
17,288.0,2.6322948932647705
18,304.0,2.893721580505371
19,320.0,1.2613000869750977
20,336.0,2.143110513687134
21,352.0,2.472327947616577
22,368.0,1.6141711473464966
23,384.0,1.9233452081680298
24,400.0,3.1732773780822754
25,416.0,2.0405478477478027
26,432.0,1.2452088594436646
27,448.0,3.069751262664795
28,464.0,1.7416932582855225
29,480.0,2.1317358016967773
30,496.0,1.2243356704711914
31,512.0,3.166461944580078
32,528.0,2.381082773208618
33,544.0,2.0375919342041016
34,560.0,1.7461696863174438
35,576.0,1.3685272932052612
36,592.0,1.754583716392517
37,608.0,1.8844704627990723
38,624.0,1.5617283582687378
39,640.0,2.1904735565185547
40,656.0,1.8494491577148438
41,672.0,1.372292160987854
42,688.0,1.1118812561035156
43,704.0,1.3221876621246338
44,720.0,0.8890032768249512
45,736.0,2.1085715293884277
46,752.0,3.5619232654571533
47,768.0,0.9560521245002747
48,784.0,1.406395673751831
49,800.0,2.057860851287842
50,816.0,0.8433951139450073
51,832.0,2.465609550476074
52,848.0,2.1918044090270996
53,864.0,2.1181867122650146
54,880.0,1.0881540775299072
55,896.0,1.429706335067749
56,912.0,1.069092869758606
57,928.0,0.8897273540496826
58,944.0,1.94941246509552
59,960.0,0.8192322254180908
60,976.0,1.2450231313705444
61,992.0,1.3980743885040283
62,1008.0,1.2558624744415283
63,1024.0,0.6630315780639648
64,1040.0,1.3549442291259766
65,1056.0,0.7945036888122559
66,1072.0,0.8008027076721191
67,1088.0,1.4244234561920166
68,1104.0,1.5420399904251099
69,1120.0,1.1071059703826904
70,1136.0,0.40455594658851624
71,1152.0,0.701143741607666
72,1168.0,1.644051432609558
73,1184.0,2.1157145500183105
74,1200.0,0.9486407041549683
75,1216.0,0.8288065195083618
76,1232.0,0.3212694823741913
77,1248.0,0.3115706145763397
78,1264.0,1.6183770895004272
79,1280.0,0.7298649549484253
80,1296.0,0.7097539901733398
81,1312.0,0.4742414355278015
82,1328.0,0.4383050501346588
83,1344.0,0.6780768632888794
84,1360.0,0.979987621307373
85,1376.0,1.274493932723999
86,1392.0,0.6797093152999878
87,1408.0,0.4300321340560913
88,1424.0,1.487737774848938
89,1440.0,0.915093719959259
90,1456.0,1.3041576147079468
91,1472.0,0.39431414008140564
92,1488.0,1.9005041122436523
93,1504.0,0.8702986836433411
94,1520.0,0.591664731502533
95,1536.0,1.2192635536193848
96,1552.0,1.3564932346343994
97,1568.0,1.3549820184707642
98,1584.0,0.715351939201355
99,1600.0,0.21243561804294586
100,1616.0,1.2715767621994019
101,1632.0,1.0713961124420166
102,1648.0,1.5166536569595337
103,1664.0,1.2117639780044556
104,1680.0,0.9978992938995361
105,1696.0,1.1442959308624268
